SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price_Range
1742,2,1,3,1981,5
1966,5,2,3,2019,4
1307,4,1,1,1982,6
1090,3,3,3,1979,3
2416,2,1,3,1976,6
2557,4,2,2,1975,6
1801,5,1,1,2005,4
1109,4,2,3,2012,5
2584,5,2,2,2008,8
2664,5,2,2,1977,7
1584,2,1,1,1953,4
1339,4,3,3,1970,2
2588,5,3,3,1961,6
1978,2,3,1,1950,5
1355,4,1,2,2002,3
2915,5,1,1,2005,7
1167,2,1,2,1961,3
1556,4,1,3,2019,4
2475,5,2,1,2003,6
1904,2,2,1,1977,5
1104,2,3,3,2005,3
1149,4,1,2,1991,5
1145,2,3,2,2010,3
1715,4,2,1,1973,6
1873,4,1,2,2021,4
1298,5,3,2,1975,3
2190,4,1,3,1996,4
2736,2,3,2,1971,8
1645,4,1,3,1997,4
1722,5,3,2,1989,3
2071,2,1,3,1961,4
1637,5,3,1,2013,5
1238,3,2,1,1958,3
2030,5,3,1,1986,5
1463,3,3,2,1967,3
1452,3,2,1,1989,5
1783,4,2,1,1984,6
1896,2,3,3,1969,6
1370,4,1,3,2010,5
2572,2,2,1,1961,6
1486,5,1,1,2010,4
2234,3,2,2,2008,3
1164,3,3,2,1993,3
2148,3,3,2,1986,5
2360,5,2,2,1988,6
1191,5,3,3,2004,3
1729,4,1,2,1979,4
1213,4,3,1,2016,2
1573,2,3,3,2021,6
2351,2,3,3,2002,6
1956,3,2,2,1991,4
1380,5,2,2,1977,3
1672,5,3,3,2004,6
2601,4,2,1,2014,4
1797,4,1,1,1964,5
1238,2,1,1,1961,3
2555,2,1,2,2010,6
1699,4,1,1,1968,4
2105,4,3,1,1994,6
2386,5,2,3,1987,6
1504,2,1,2,2016,4
1201,4,3,1,2016,3
1919,4,1,1,1994,5
2527,3,2,2,1961,7
2667,4,2,1,2021,7
1036,4,2,3,1999,4
1643,5,1,1,1963,4
2612,4,1,1,1972,6
2624,2,1,1,1983,5
2996,3,3,3,1992,7
2425,5,3,3,1984,5
1764,2,2,1,2002,4
2879,3,2,1,1963,7
1705,3,1,1,2016,3
2199,4,2,3,2015,6
1544,3,2,3,2004,5
2593,3,3,2,1991,5
2490,4,2,1,1975,7
2224,5,1,1,2021,5
1539,4,3,3,1976,4
2570,5,1,2,1987,7
2016,3,1,1,1968,4
2660,2,3,1,2007,9
1393,5,1,2,1955,4
1832,5,2,2,1993,7
2065,5,2,3,1950,7
1596,5,3,3,1979,5
1392,3,2,1,2000,2
1699,2,1,2,2012,5
2646,5,3,2,1978,5
2806,2,3,3,1965,7
1440,3,1,1,1995,4
2860,5,1,2,1973,7
2640,2,1,1,1992,6
2529,5,3,3,1985,6
1917,5,3,1,1964,4
1319,3,1,3,1995,3
1552,5,3,1,1987,5
2238,2,1,2,1970,4
2094,2,2,1,1950,4
1567,3,3,2,1974,6
1918,4,3,2,2000,5
1235,4,3,2,1967,4
2304,3,1,3,1953,5
1986,3,3,2,1994,4
2640,4,1,1,1972,7
2925,4,3,3,1974,7
2910,2,3,2,1979,8
2185,2,3,2,1995,5
2214,2,3,3,1977,5
2032,4,2,3,1987,7
1059,3,2,2,1983,4
1892,5,2,3,2007,5
2840,2,1,2,1993,7
1224,5,2,2,1985,4
2842,3,1,2,1982,6
1699,4,2,3,2016,3
1581,2,1,1,2006,2
2828,4,3,1,1958,7
2310,3,3,3,1951,5
1993,2,2,3,1963,6
1168,3,1,1,1995,5
2085,3,3,3,1973,6
2372,2,3,1,1990,6
2465,5,2,2,1978,8
1013,2,1,3,1997,1
1163,4,3,2,1975,2
2443,5,1,1,1972,5
1756,2,1,3,1979,3
2870,2,1,2,2009,6
2543,2,1,2,2010,6
2689,2,1,3,2005,6
2571,2,2,2,1954,7
2583,4,2,3,1955,6
2620,3,3,2,2014,6
2051,4,1,2,1969,5
2731,3,1,2,1976,5
1445,2,3,1,1982,4
2231,4,1,3,2014,6
2493,3,3,2,1963,7
1715,3,2,3,1952,4
1975,2,1,2,1964,7
1818,2,1,1,1978,5
1103,5,1,1,2003,4
1741,5,1,1,1997,5
1425,3,1,1,2014,1
2124,5,2,3,1967,6
2564,4,1,1,1959,6
1638,3,1,1,2012,5
1849,4,3,1,1952,5
2545,5,2,1,1959,7
2129,4,1,1,2021,5
2702,3,1,3,1992,6
1768,4,2,1,2005,4
2830,3,3,1,1988,7
1276,5,2,1,2010,5
2088,3,2,3,1990,5
2806,5,3,3,1962,8
1899,2,2,1,2006,5
1187,5,3,1,1953,2
2340,3,3,2,1983,7
2939,3,1,3,1967,5
2161,2,1,3,1971,3
2366,2,2,2,1990,5
1104,5,1,2,1971,2
1545,4,3,1,1990,5
1379,4,3,1,1959,4
1109,2,2,2,2011,4
2967,5,2,3,1972,7
1544,2,1,3,1952,3
1353,2,2,1,2020,3
1742,3,2,3,2021,4
1316,3,2,3,2010,4
2289,3,3,2,1993,7
2717,2,1,1,2014,5
2875,5,3,3,2009,8
2088,4,3,3,1974,6
1332,4,2,1,1975,6
2536,3,3,3,1984,6
2156,5,1,1,1977,7
1591,3,1,2,1961,4
1782,5,1,1,1992,5
2776,5,3,2,1974,7
1539,5,3,3,1978,4
1734,2,3,2,2003,5
2558,5,1,3,2001,7
2519,2,1,2,1950,7
1620,4,1,1,1989,5
1618,4,3,3,2000,5
2680,2,1,3,1974,6
2392,4,1,2,1966,7
2889,4,2,1,1956,7
1908,3,3,1,2007,6
2933,2,3,2,2019,8
2674,2,1,2,2021,5
2819,2,2,1,1978,6
2833,3,2,2,1993,7
1991,2,1,1,2001,3
1098,4,2,3,1980,2
1316,5,1,3,1995,4
1122,3,3,1,2001,3
2343,3,2,2,1995,5
1798,2,2,2,1978,6
2616,5,2,2,2021,8
2518,5,1,3,2018,6
1456,5,3,3,2009,5
1521,4,2,1,1952,5
1519,5,3,1,2018,3
1916,2,3,2,2021,5
1716,4,2,3,2001,6
1314,5,3,1,1986,5
2969,2,1,2,1967,7
1708,4,1,1,2020,4
1709,4,1,3,1996,5
2565,5,3,3,2021,6
2502,4,1,3,1978,6
2936,3,2,3,1967,5
2994,2,3,1,2018,8
2043,5,1,2,2010,4
1559,2,1,3,2010,4
1968,2,1,2,1954,5
2153,3,1,3,1990,6
2316,4,2,1,1974,5
2920,3,1,3,2014,6
2155,3,2,1,1990,5
1355,4,3,3,2000,3
2077,5,2,3,1998,7
1889,2,1,1,1996,5
1792,5,1,2,1954,3
2410,5,3,2,1973,4
1264,3,2,3,2019,4
1981,4,1,3,2009,5
2238,4,2,2,1979,6
2483,2,1,1,1961,6
2481,4,3,3,1964,5
1801,5,2,1,1963,3
1042,4,1,2,1957,4
2609,4,3,3,1997,6
1861,5,1,2,1962,3
2301,2,1,2,1977,7
2861,2,3,1,1998,7
2777,5,2,1,1975,5
2153,4,2,1,2005,4
1349,4,3,1,1990,4
2729,2,3,3,1989,5
2567,2,3,3,1972,5
2129,2,3,3,2010,5
1911,3,2,1,1964,5
2739,2,3,2,1950,7
1000,4,3,3,1998,3
2780,2,2,1,2015,5
1583,4,1,3,1999,5
1431,4,1,3,1963,4
2329,4,2,3,1975,4
2932,2,2,1,1952,8
2550,2,2,3,1967,6
1052,5,2,2,1980,4
1939,2,3,3,1983,5
1519,2,3,1,1991,3
2353,2,2,1,2018,5
2581,3,1,3,2012,6
2348,2,1,3,1981,5
2137,3,2,2,1976,5
1146,4,2,2,1952,1
2189,4,1,2,1950,4
2402,4,1,1,2017,5
2162,4,3,3,2007,6
1628,3,1,3,2004,5
1298,3,1,3,2017,4
2299,4,1,1,1969,6
2939,2,1,2,1961,7
1788,4,3,1,2013,3
1849,4,3,1,1983,5
2848,3,3,3,1989,7
1177,4,1,1,1995,4
1841,3,3,2,1979,4
2377,5,2,3,1996,5
2177,3,3,3,1995,6
2949,4,1,3,1971,7
2224,2,1,2,1956,7
1877,3,2,1,1985,4
2138,3,3,3,1958,6
2694,3,2,1,1992,6
2577,4,1,3,1953,6
1758,4,3,2,1987,5
2091,3,3,1,1977,7
2468,2,3,1,2018,3
1444,4,2,1,1951,3
2349,2,1,2,1960,4
2869,5,3,2,1979,7
1707,2,2,2,1993,4
1601,4,2,2,1964,5
2646,3,3,3,1989,5
2903,5,2,1,2003,6
2382,2,1,2,1950,5
1144,3,3,3,2001,2
1274,5,2,1,1977,1
1508,2,2,3,2021,4
2202,3,3,2,1971,6
1752,5,2,3,2009,4
2861,4,1,1,1974,8
2854,2,2,2,1958,6
1476,2,1,2,1957,4
2866,5,3,3,1992,7
2999,2,3,1,2002,7
2437,3,2,2,1971,6
2176,2,1,3,2006,6
2127,2,2,1,1951,5
2098,3,1,2,2019,5
2151,3,3,2,1960,5
2734,4,3,3,2004,6
1665,3,3,3,1968,3
1567,2,3,1,2000,1
2813,5,1,3,1991,5
2368,2,1,2,1973,6
1530,4,2,2,1959,5
1158,5,2,1,1994,4
2561,4,2,1,1967,7
2449,2,2,1,1974,6
1680,3,2,3,1989,6
1022,5,2,2,2012,3
2070,2,3,3,2012,6
1524,5,1,2,2012,5
1728,4,2,1,2013,4
2857,2,1,2,1958,6
2729,5,3,2,1984,6
1143,2,1,1,1977,3
2608,2,3,1,1962,6
1667,4,1,2,1970,4
2612,4,3,3,2005,5
2442,4,3,1,1958,6
1680,3,3,1,1995,4
1972,5,3,3,1970,5
1798,4,2,3,1990,5
1084,3,2,3,2019,3
1415,3,3,3,2012,3
1693,5,1,1,1978,5
1481,5,1,3,2014,5
1455,4,2,3,1958,4
1826,3,1,3,2016,5
1296,5,3,2,1958,4
2135,5,3,1,1973,5
2985,5,1,1,1975,8
2253,5,2,3,1965,6
2119,3,2,1,2020,6
1949,2,1,3,1966,4
1679,5,2,1,1983,5
1377,3,1,3,1968,3
2179,5,1,1,1957,5
1420,3,2,2,1998,3
1104,4,1,2,1972,4
2728,2,2,3,1965,7
1329,3,3,3,2007,5
1438,3,3,1,1963,4
2155,3,2,2,2010,6
2890,5,1,3,2004,6
1381,4,3,1,1993,4
1137,5,1,2,2000,2
1942,4,3,2,1974,5
1842,2,2,1,1974,5
1269,5,1,1,2009,5
2573,3,2,1,1974,6
1395,2,1,3,2012,4
2580,5,3,2,2021,7
1912,4,2,3,2001,6
1463,5,3,1,1955,4
2698,5,1,3,1987,8
1449,3,1,1,1963,4
2354,3,2,3,1955,6
2276,2,3,3,1986,7
2704,3,2,1,1956,5
2986,5,3,3,1961,6
2308,5,3,1,1958,5
2297,4,1,2,1996,6
1019,5,1,2,1954,2
1238,2,2,2,1975,4
2293,2,1,2,1996,5
1417,3,1,2,1989,4
2968,4,2,3,2010,7
2333,5,2,2,2021,8
2054,3,2,2,1950,4
2849,5,3,3,1991,8
2127,2,3,2,1981,6
2705,2,3,2,2019,6
1185,4,2,3,2007,4
2151,5,1,3,1981,5
2233,5,3,1,1995,6
2437,2,1,1,2018,5
2304,4,3,1,1970,6
2982,3,1,3,1963,7
1252,4,3,1,1990,3
1018,3,1,3,2006,4
1711,3,3,2,1997,4
2755,2,3,1,1999,7
2159,3,3,2,1973,4
1222,5,2,3,2020,3
1002,2,3,3,2008,3
2986,4,1,3,2014,8
2259,4,1,2,1977,6
1853,3,3,2,1970,5
2488,5,1,2,1986,7
1227,4,3,1,1965,3
1912,3,1,3,2019,5
2677,4,3,2,1970,7
1498,5,3,1,2003,4
1520,3,1,2,1951,4
1701,5,3,3,1965,3
2885,3,1,1,1964,7
1916,5,3,1,1965,7
2995,4,1,1,2017,8
2700,4,2,1,2007,6
2162,5,3,1,1976,5
2299,4,3,1,1973,7
1290,4,3,3,2019,1
2076,3,2,3,1983,5
2710,5,3,1,1987,6
2133,3,2,3,1992,5
1714,4,2,3,1970,4
1947,4,2,2,1979,6
1647,2,1,2,1990,4
2027,5,1,2,1955,6
2690,5,3,1,2011,6
1683,3,2,2,1986,4
2959,5,3,3,1964,8
1869,3,1,2,1967,4
2070,4,3,1,1959,6
1093,2,2,1,2016,4
1939,4,2,3,2011,4
1559,3,2,3,2017,4
2775,3,2,2,1960,9
2882,2,3,2,2013,6
1212,4,2,2,1950,4
1435,5,1,1,2021,5
1851,2,2,2,1984,4
1507,5,1,2,1964,5
1835,4,3,3,1958,3
1650,2,3,1,1993,5
1204,4,3,1,1989,4
1380,4,3,3,1963,2
2096,5,1,1,2005,5
2539,5,1,3,1955,5
2099,5,2,3,1968,4
2864,4,2,3,2020,6
1076,3,3,2,1965,4
1815,4,3,2,2009,4
1767,3,1,1,1978,4
1409,2,1,3,1998,2
2637,5,3,2,2015,6
1105,5,3,1,1950,5
2868,4,1,1,1951,7
1550,3,1,3,1995,3
2499,2,1,3,1987,7
1825,4,3,1,1976,6
2298,2,1,1,1989,5
1087,3,1,1,1953,4
2746,5,2,2,1965,8
1880,5,1,2,2013,5
2100,3,2,1,1989,4
2100,5,2,1,1981,6
2465,4,3,1,1980,5
1539,3,3,2,1992,3
1244,5,3,3,1973,3
1577,3,3,3,1952,5
2801,2,1,1,2016,7
2405,4,1,2,2015,5
1981,4,1,2,1976,6
1716,4,2,1,1960,4
2593,5,3,1,1986,6
2736,2,1,1,1960,5
2760,5,1,2,1984,6
1141,5,3,3,1999,4
1892,3,2,2,1980,4
2391,4,2,2,1982,5
2107,5,3,2,1963,4
2166,4,3,3,1985,4
1351,2,1,3,2015,2
1544,2,2,3,1952,2
1912,4,3,1,1992,4
1151,4,2,3,2005,3
2181,2,2,1,1977,5
2469,2,1,1,1983,6
1652,5,1,3,1981,5
1957,2,3,1,2009,4
1762,5,2,2,1965,6
2326,2,1,1,2012,6
1623,5,1,2,2013,5
1655,3,2,1,1977,4
1449,3,2,1,1981,5
1720,5,2,3,2016,6
2247,4,2,2,1982,7
1042,3,1,2,2005,4
1263,2,1,3,2002,1
2779,4,3,2,1984,7
2026,2,2,2,1975,5
2660,3,3,2,1987,6
2291,2,1,2,1976,5
1595,5,2,3,2011,5
2039,4,3,3,1975,7
2357,3,3,1,2011,6
2487,4,3,3,1956,6
2082,5,1,1,2000,4
2012,3,1,2,1966,3
1176,2,3,3,1959,3
1062,4,1,1,1959,4
1957,3,1,1,2019,5
2002,3,3,2,1985,4
1560,5,3,1,1986,5
2330,3,2,2,1974,5
2269,3,3,3,1974,4
2312,5,2,2,1950,4
2821,2,2,3,2004,7
1954,2,3,3,2003,6
2355,3,1,1,2000,4
2550,2,2,2,1996,6
1849,5,2,2,1984,5
2278,2,2,1,1986,5
1603,3,1,2,1960,5
2533,5,1,2,1950,5
2814,2,2,1,2004,7
2741,4,1,3,2007,7
1605,4,2,2,2006,5
2760,5,2,3,1978,7
2836,2,1,1,1958,6
1829,3,3,1,1971,4
2486,4,2,3,1965,5
2222,2,2,2,2001,5
2294,2,2,3,1994,5
1745,3,2,2,2015,5
1557,3,2,3,1969,4
1063,2,1,1,2018,1
2253,3,1,2,1969,6
1941,5,2,2,1965,5
2975,4,1,2,1987,8
1248,4,3,1,1985,4
2269,2,3,1,1990,5
1939,2,1,2,1982,5
2610,3,1,1,1994,8
1156,4,2,3,2010,2
1734,3,2,3,1956,5
2725,2,3,1,2007,5
1984,2,1,1,1953,3
2587,2,1,2,2006,6
2973,2,3,1,2013,7
2111,2,3,2,1962,5
2336,2,1,3,2002,5
2874,5,3,2,1970,6
2089,5,1,1,2003,6
1661,3,3,3,2000,4
2043,5,3,2,2004,7
1032,3,3,1,1988,4
2863,3,2,1,1974,8
2816,5,2,1,2009,7
1557,4,2,3,1983,6
1072,3,3,1,1995,4
2889,2,2,3,1972,8
1824,3,3,1,1978,5
2366,3,2,1,1974,6
2156,4,1,3,1974,5
2078,2,3,3,1962,5
1060,4,2,3,2019,3
2880,4,2,2,1956,8
2543,4,3,1,1969,6
1271,3,3,3,1955,4
1245,2,3,2,1956,4
2199,2,3,2,2016,5
1627,4,3,3,2010,4
2340,5,3,1,1991,7
2806,2,3,3,1954,7
1704,2,1,3,2000,4
1661,4,2,1,1984,2
2154,3,1,2,2006,6
2125,4,3,2,2007,7
1309,5,1,1,2008,3
2805,5,3,1,2021,7
2315,4,2,1,1998,7
2745,5,2,2,1987,6
1494,3,2,1,1970,2
2384,3,1,3,1985,7
1337,3,2,3,1969,2
1578,5,3,1,1994,5
1009,3,2,3,1995,3
1048,4,1,1,1963,3
2510,3,2,2,1968,8
1622,5,2,2,2019,5
2344,2,1,3,2000,6
1730,5,1,2,1952,4
2592,4,1,1,1952,7
1794,4,3,3,2000,5
1970,5,2,1,2003,5
2648,3,3,1,1983,5
1132,3,3,1,2007,2
2606,2,1,2,1952,5
1082,3,3,1,1970,5
1056,4,2,2,1952,1
1375,3,1,1,1986,5
1348,5,3,1,1966,6
1270,5,2,2,1971,4
2506,2,2,3,1959,7
1110,4,2,3,1993,3
1868,5,3,2,2000,5
1886,4,1,3,1957,4
1075,3,1,2,1991,3
2181,2,2,1,1963,6
2555,2,1,1,1966,6
2956,3,1,2,1966,6
2666,5,1,3,1993,5
1328,4,1,3,1962,2
1121,4,3,3,1955,2
1040,4,1,1,1975,2
2190,5,1,3,1979,9
1921,3,3,1,1999,6
1641,4,1,1,1972,6
2046,5,1,1,2018,5
1278,4,1,1,1960,2
1762,5,2,1,1966,3
1468,3,3,2,1969,4
2423,4,1,1,1979,6
1008,3,3,1,1980,3
1012,2,3,1,2020,2
1923,5,1,2,2017,5
1922,2,3,3,2021,3
2842,3,2,2,1961,6
2855,3,3,2,1965,6
2075,3,1,1,2009,6
2232,4,1,3,1958,5
2573,4,2,1,1999,7
2635,3,1,2,1958,6
2728,3,2,3,2001,5
2425,4,3,2,1995,6
2214,4,3,2,2014,6
2074,5,3,2,1984,6
2416,3,1,3,1973,5
1652,4,1,1,1976,6
2703,4,2,1,1986,7
2846,2,3,3,1976,8
1620,3,2,3,2013,4
2742,3,2,3,1983,8
2962,4,1,2,2021,7
2323,2,3,1,1970,6
2645,5,2,2,2013,6
1195,3,3,3,1984,5
1416,5,1,2,1966,2
1663,3,3,2,2021,6
2443,4,2,3,1980,4
2778,5,2,3,1993,5
2663,3,3,3,1961,5
2640,5,3,1,1973,7
2545,4,3,3,1961,7
2379,2,2,1,1971,6
1147,2,2,3,2017,2
2000,5,2,2,2005,5
2388,5,3,3,1964,6
1363,5,2,2,1979,4
2994,3,3,2,1982,7
2675,4,2,1,1997,6
2725,5,2,2,2021,7
1401,2,3,3,1988,2
1605,3,1,2,1990,5
2515,5,2,2,1995,7
1228,3,1,2,1965,4
2598,5,2,3,2006,6
2875,5,2,3,2000,6
1536,3,2,2,1956,4
1267,4,3,2,1996,5
2428,4,2,1,1986,5
2816,2,1,2,1996,5
2034,4,2,2,1977,4
2343,4,2,1,1993,6
2736,3,2,2,1991,7
1125,3,3,3,1996,4
1305,2,3,2,1993,3
2725,5,1,2,1953,7
2534,3,3,3,1966,7
2112,3,2,3,1959,4
2378,3,3,1,1979,7
1627,4,3,1,2000,5
2375,3,2,1,2019,5
1688,2,2,2,1969,6
2037,2,3,2,1972,5
2280,3,2,1,2008,4
2232,5,3,3,2017,6
1280,3,3,1,1960,3
1442,2,2,3,2015,4
2863,5,1,1,1969,8
1836,4,3,1,1982,5
1388,3,1,2,1951,3
1616,2,1,3,1988,4
2506,4,3,1,1962,7
1146,2,3,1,1962,2
2302,4,2,3,1954,4
1520,2,2,2,1983,3
1629,2,1,3,1987,4
2629,4,1,1,2001,6
1433,3,3,3,2009,3
1143,2,3,3,1952,3
1288,5,2,3,1972,3
2409,3,3,1,1990,5
1013,5,3,3,1998,4
1256,2,1,2,2004,3
2369,4,3,1,2007,4
2721,3,1,1,1989,6
2368,4,1,2,1967,7
2423,4,2,2,2005,5
2230,5,2,1,1984,6
1857,5,1,1,1959,5
1942,3,3,2,1956,5
2195,3,3,1,1989,4
1463,3,3,2,2005,4
1269,5,1,1,1950,3
2244,5,2,1,1966,6
2175,4,3,1,1971,8
1622,4,1,3,1972,4
2206,4,2,1,1993,7
2422,3,3,3,2016,5
2874,2,1,2,1970,6
1071,5,1,1,2004,2
2441,3,2,1,1999,5
2921,5,2,3,1967,8
2306,2,3,2,1976,6
1073,5,2,2,1984,2
1354,5,1,3,1982,3
2750,5,3,2,1974,4
1496,4,1,3,2004,4
2351,2,1,1,2009,5
1987,3,1,3,1969,4
2558,3,1,3,1970,7
1579,3,3,2,1987,3
1909,2,1,1,2005,5
2470,5,2,1,2016,5
1372,3,1,3,2003,5
1361,2,1,2,1983,2
1092,4,3,3,1959,3
2344,2,3,1,1999,8
1323,4,3,1,1966,3
1383,2,2,2,2009,2
1574,4,1,1,2018,4
1735,3,1,1,2018,6
1736,2,2,3,1983,5
2904,4,2,3,1996,7
1345,5,3,1,1982,3
2872,3,2,2,1964,7
2126,3,2,2,2007,5
2238,4,3,1,1951,5
2215,4,2,2,2005,4
2695,2,3,1,1985,6
2907,4,1,1,1955,5
1718,4,3,3,1976,4
1780,5,2,3,1978,4
2019,3,2,2,2012,6
2217,4,3,2,1990,4
2403,4,2,1,1991,6
2426,5,1,3,2019,6
1663,4,3,3,2012,4
2772,5,3,3,2011,6
1599,3,2,1,1983,6
1010,3,2,3,1974,2
1186,5,2,3,1987,5
1725,5,3,2,1995,5
2038,3,3,3,1962,7
1777,3,2,2,1962,5
2320,5,3,2,1988,4
1410,2,1,2,2007,4
1955,3,2,1,2016,4
1584,3,3,2,2003,4
2075,5,1,3,2002,6
2663,5,2,3,2000,7
2051,5,3,2,1978,5
1576,2,2,1,2020,4
2040,5,2,3,2011,7
2374,2,2,3,1954,7
2451,5,3,2,2000,4
2673,5,1,2,2010,8
2854,2,1,1,1987,6
2252,4,2,2,1959,6
2789,3,3,2,2014,7
1988,5,3,3,1957,6
2233,4,3,2,2007,4
2454,2,1,3,1979,5
2317,5,3,2,1967,6
1742,2,2,1,2019,5
2776,2,3,3,1961,8
2605,2,1,1,2015,6
2127,4,1,3,2019,5
1203,2,1,3,2005,2
2076,3,1,1,1993,4
1973,5,3,2,1953,4
1939,5,3,2,2003,5
2398,3,1,3,1964,5
2865,5,3,1,1986,6
2077,3,2,2,1982,5
2299,4,1,2,1979,5
2358,2,1,2,2008,3
2054,4,3,1,1967,5
2158,3,2,2,1989,5
2081,2,1,2,1963,4
1104,4,2,3,1992,3
2289,2,1,3,1986,7
2545,2,3,1,1977,5
2519,4,1,3,1966,6
1252,5,3,2,1967,5
1294,3,2,3,1975,3
1667,4,3,3,1989,4
2181,4,3,2,2016,3
1548,5,1,2,2011,4
1630,3,1,1,1994,5
2090,4,2,1,1964,7
2777,2,2,2,2018,6
1298,3,2,3,1998,3
2486,5,3,1,1989,6
2748,4,3,3,2007,6
2843,2,1,3,1995,6
1100,3,2,2,1994,4
2079,4,1,1,1992,7
1331,3,1,1,1975,4
1835,2,3,2,1975,5
2774,2,1,1,1993,7
1392,3,3,2,2012,5
2766,2,1,2,1953,7
1873,2,2,2,1955,4
1380,3,2,3,1968,5
1091,3,1,2,1997,5
2814,5,1,2,1954,6
1446,4,2,2,2004,4
1108,5,2,2,1978,4
1316,5,3,2,1968,4
2191,5,2,2,2021,6
2835,5,3,1,1956,6
2943,4,2,1,1962,8
2458,3,1,3,2007,7
1441,2,1,2,1991,3
1217,2,2,1,1968,2
2245,3,1,2,1954,5
1672,3,3,2,1954,5
2551,3,3,1,1962,6
1277,2,3,1,1989,3
2008,5,2,1,2007,5
1568,5,3,3,2001,5
2597,5,1,1,1987,4
2009,4,3,2,2012,4
1874,5,2,3,1987,5
1465,4,3,1,2010,5
1838,2,1,3,1961,6
1753,4,1,1,1991,6
2625,3,2,2,1999,5
2607,3,3,1,1950,5
1837,2,1,1,2013,3
1029,5,2,3,1953,2
1358,2,2,1,1950,2
2942,3,2,1,1991,6
2311,5,2,1,1973,5
1085,3,2,3,1970,5
2257,2,2,1,1986,4
1746,5,1,1,1967,5
1312,2,3,3,1993,3
1364,3,2,2,1952,2
2800,5,3,3,1978,8
2822,3,2,2,1951,6
2862,5,1,2,1998,7
1904,4,1,2,2019,6
2292,4,3,2,1990,5
1697,3,2,2,2005,3
1130,2,3,1,1995,4
1802,4,2,3,1972,4
1788,4,2,3,1997,5
2855,5,2,1,1988,6
1350,5,2,3,1992,4
1179,5,2,3,1991,4
2825,3,2,3,1981,7
2503,2,1,3,1969,6
2912,2,1,3,2011,6
2186,5,2,3,1957,4
2806,3,3,3,1956,5
2911,5,3,2,2011,7
2119,2,1,3,2012,5
1773,3,3,3,1975,4
1509,5,2,1,1967,4
1364,5,2,2,2006,3
1980,2,2,3,1990,7
1352,3,2,1,2004,3
1799,2,2,1,1999,3
2459,3,3,1,1973,6
2106,3,3,1,1957,5
2248,5,2,3,1958,5
1411,2,2,1,1958,3
1734,3,3,1,1968,4
1980,4,3,3,2003,5
1117,5,2,1,2011,2
1481,2,3,1,1965,4
1191,3,2,2,2014,4
1590,5,1,3,1996,6
1589,2,2,1,1999,4
1658,2,3,3,1977,5
1106,5,1,2,1977,4
1381,3,3,2,1961,5
1782,5,3,2,1975,4
1389,4,3,3,2009,4
1243,5,1,1,1958,3
1584,2,2,3,2017,5
1868,4,1,3,1953,4
1467,4,1,3,1997,6
1865,3,1,2,1995,5
1933,5,1,3,1985,6
2561,3,1,1,1991,5
2233,5,2,1,1965,5
1603,2,2,2,1963,4
2660,3,3,3,1996,6
2014,2,3,1,1953,6
2970,2,3,2,1985,7
2096,4,3,3,1988,4
2658,3,2,2,2013,4
2332,5,3,1,2009,7
2719,3,2,2,1991,5
2722,2,3,2,1991,6
2733,4,1,2,1957,8
2613,3,2,1,1990,6
1859,4,2,3,1976,4
2209,4,3,2,1994,5
2879,2,3,1,1973,6
2276,3,1,2,1971,5
1012,3,1,2,1973,2
1298,3,2,1,1960,5
2099,4,3,2,2002,6
2074,5,2,3,1977,4
1786,3,3,1,1960,7
1148,2,2,3,2001,5
2754,4,2,2,1982,7
1121,5,3,1,1956,3
2234,3,3,3,1959,5
2303,5,1,3,1994,7
1537,4,3,2,1997,7
2708,5,2,2,1952,9
2179,4,3,2,1954,5
2261,5,3,1,1950,7
1375,5,1,2,1985,3
1081,4,3,2,1961,5
1491,5,1,1,1980,4
1355,2,1,1,1990,4
1924,3,2,3,1988,4
2296,5,2,1,1954,4
2603,5,2,2,2014,7
2067,5,3,3,1970,5
2004,3,3,2,1957,3
2596,4,2,3,1969,7
1122,3,3,1,1984,2
2372,5,1,3,1999,4
1707,4,2,2,1994,4
1329,5,3,1,1994,6
2432,4,3,1,1996,7
1990,5,1,2,1977,6
1322,5,2,2,1976,5
2134,4,2,2,2003,5
1769,2,3,2,1986,3
2112,3,2,2,1984,5
1432,4,1,1,1968,4
1709,3,2,1,2012,4
1793,2,1,3,2002,4
1711,2,3,3,1990,5
2122,4,1,2,2011,6
1538,2,3,3,1953,3
1600,2,3,3,2016,5
2169,5,1,2,1994,7
2717,5,1,3,1977,8
1256,2,1,1,2017,2
2212,5,3,1,1999,7
2263,2,2,1,1988,5
1870,5,3,2,1952,5
1898,2,1,1,1983,6
2526,2,3,1,1974,4
2731,3,1,3,1994,5
1808,2,1,3,2016,4
1676,3,2,1,1966,4
2842,4,3,2,1967,6
1270,2,1,3,2003,3
2543,2,3,2,1972,5
1549,3,2,3,1966,4
2137,2,1,3,1999,4
2362,5,1,2,2008,8
1567,3,3,3,1964,4
2966,3,3,1,1992,7
1985,5,3,1,2002,7
1358,2,2,1,2006,2
2673,4,2,1,1968,6
2637,4,1,1,1974,5
2357,4,3,2,2004,4
2712,3,2,1,2010,5
2192,3,3,3,2004,4
2362,5,3,1,2015,7
1797,2,2,2,1998,3
2284,5,3,3,1967,6
1886,3,1,3,2001,6
2758,4,1,2,1983,6
2222,2,3,3,1970,7
1210,4,2,2,1992,3
1286,2,3,2,1968,4
2715,4,1,3,1959,7
2785,2,3,2,1983,5
1742,4,2,2,2001,5
